ID,isDelinquent,term,gender,purpose,home_ownership,age,FICO
1088,1,36 months,Male,House,Mortgage,>25,>500
1089,0,36 months,Female,Car,Mortgage,>25,>500
1090,1,36 months,Male,House,Rent,20-25,300-500
1091,1,36 months,Male,Car,Rent,20-25,300-500
1092,0,36 months,Female,Other,Own,20-25,>500
1093,1,36 months,Female,Wedding,Rent,>25,300-500
1094,0,36 months,Female,House,Mortgage,20-25,>500
1095,1,36 months,Male,House,Rent,20-25,300-500
1096,0,36 months,Male,House,Mortgage,20-25,>500
1097,1,36 months,Male,House,Rent,20-25,>500
1098,1,36 months,Male,House,Rent,20-25,>500
1099,0,60 months,Male,House,Rent,>25,300-500
1100,1,36 months,Male,Car,Rent,20-25,300-500
1101,1,36 months,Male,Personal,Mortgage,20-25,300-500
1102,1,36 months,Female,House,Rent,>25,300-500
1103,1,36 months,Male,House,Mortgage,20-25,300-500
1104,1,36 months,Male,House,Mortgage,>25,>500
1105,1,36 months,Female,House,Rent,>25,300-500
1106,0,60 months,Male,Medical,Mortgage,>25,300-500
1107,1,36 months,Male,House,Mortgage,20-25,300-500
1108,1,36 months,Male,Car,Mortgage,>25,>500
1109,0,36 months,Male,House,Own,20-25,>500
1110,0,36 months,Female,House,Mortgage,20-25,>500
1111,0,36 months,Female,Car,Mortgage,>25,>500
1112,1,36 months,Female,House,Mortgage,>25,300-500
1113,1,36 months,Female,House,Mortgage,>25,300-500
1114,1,60 months,Male,House,Rent,20-25,>500
1115,0,36 months,Male,House,Rent,20-25,>500
1116,1,36 months,Male,House,Rent,20-25,300-500
1117,1,36 months,Female,House,Rent,>25,300-500
1118,0,36 months,Female,House,Mortgage,>25,>500
1119,0,36 months,Female,House,Mortgage,>25,>500
1120,1,36 months,Female,Personal,Mortgage,20-25,300-500
1121,1,36 months,Female,Other,Mortgage,>25,300-500
1122,1,36 months,Male,Personal,Own,20-25,300-500
1123,1,36 months,Male,House,Rent,>25,>500
1124,0,36 months,Male,House,Rent,20-25,300-500
1125,1,36 months,Female,House,Rent,>25,300-500
1126,1,36 months,Female,Personal,Mortgage,>25,300-500
1127,1,36 months,Male,Other,Rent,20-25,300-500
1128,0,36 months,Female,House,Mortgage,>25,>500
1129,1,36 months,Female,House,Rent,>25,300-500
1130,0,36 months,Female,House,Mortgage,20-25,>500
1131,1,36 months,Female,House,Mortgage,>25,>500
1132,1,36 months,Male,Other,Rent,20-25,300-500
1133,0,36 months,Female,Car,Rent,>25,>500
1134,1,36 months,Male,House,Rent,>25,>500
1135,1,36 months,Female,House,Mortgage,>25,300-500
1136,1,36 months,Male,Car,Rent,20-25,300-500
1137,1,36 months,Male,House,Rent,20-25,300-500
1138,1,36 months,Female,House,Mortgage,>25,300-500
1139,1,36 months,Male,House,Mortgage,20-25,300-500
1140,1,36 months,Female,House,Own,>25,300-500
1141,0,36 months,Female,House,Mortgage,>25,>500
1142,0,36 months,Male,House,Rent,20-25,>500
1143,0,36 months,Male,Car,Rent,20-25,300-500
1144,1,36 months,Female,House,Rent,>25,300-500
1145,0,36 months,Male,Other,Rent,20-25,300-500
1146,1,36 months,Male,House,Own,>25,>500
1147,0,36 months,Female,Other,Rent,>25,>500
1148,0,36 months,Male,House,Rent,20-25,300-500
1149,0,36 months,Male,Other,Rent,20-25,>500
1150,1,36 months,Male,Car,Rent,>25,>500
1151,1,36 months,Female,Other,Own,>25,>500
1152,0,36 months,Female,House,Mortgage,20-25,>500
1153,1,36 months,Female,House,Rent,>25,300-500
1154,1,36 months,Female,Car,Mortgage,20-25,>500
1155,0,36 months,Female,Car,Rent,>25,>500
1156,1,36 months,Female,Other,Mortgage,>25,300-500
1157,0,60 months,Male,House,Mortgage,>25,>500
1158,1,60 months,Male,Personal,Mortgage,20-25,>500
1159,0,36 months,Female,House,Mortgage,20-25,>500
1160,1,36 months,Male,House,Rent,>25,>500
1161,0,36 months,Male,House,Rent,20-25,300-500
1162,0,36 months,Female,House,Mortgage,>25,>500
1163,0,36 months,Male,House,Mortgage,20-25,>500
1164,1,36 months,Female,House,Mortgage,>25,300-500
1165,1,36 months,Female,Personal,Mortgage,20-25,300-500
1166,1,36 months,Male,House,Mortgage,20-25,300-500
1167,1,36 months,Male,House,Mortgage,20-25,300-500
1168,1,36 months,Male,Car,Rent,20-25,300-500
1169,0,36 months,Male,House,Mortgage,20-25,300-500
1170,1,36 months,Female,House,Own,>25,300-500
1171,0,60 months,Male,House,Mortgage,>25,>500
1172,1,36 months,Male,House,Mortgage,20-25,300-500
1173,1,36 months,Male,Car,Mortgage,20-25,300-500
1174,0,36 months,Female,Other,Mortgage,>25,>500
1175,1,36 months,Male,Car,Rent,>25,>500
1176,0,36 months,Female,House,Mortgage,20-25,>500
1177,0,36 months,Male,Personal,Rent,20-25,300-500
1178,1,36 months,Male,House,Mortgage,20-25,300-500
1179,1,36 months,Female,House,Mortgage,20-25,300-500
1180,1,36 months,Male,Personal,Mortgage,20-25,300-500
1181,1,36 months,Male,House,Rent,>25,>500
1182,1,36 months,Male,House,Rent,20-25,300-500
1183,0,36 months,Male,House,Mortgage,20-25,300-500
1184,1,36 months,Male,House,Rent,20-25,300-500
1185,1,36 months,Male,Car,Mortgage,20-25,300-500
1186,1,36 months,Male,House,Rent,>25,>500
1187,1,36 months,Female,House,Mortgage,>25,300-500
1188,0,36 months,Female,Other,Mortgage,>25,>500
1189,1,36 months,Male,House,Rent,20-25,300-500
1190,1,36 months,Male,House,Mortgage,20-25,300-500
1191,1,36 months,Male,House,Mortgage,>25,>500
1192,1,36 months,Male,Wedding,Mortgage,20-25,300-500
1193,0,36 months,Female,Wedding,Rent,20-25,>500
1194,1,36 months,Male,House,Mortgage,20-25,300-500
1195,1,36 months,Male,House,Mortgage,>25,>500
1196,1,36 months,Male,Car,Rent,20-25,>500
1197,0,36 months,Female,Car,Mortgage,20-25,>500
1198,0,36 months,Male,House,Own,20-25,>500
1199,1,36 months,Male,House,Rent,20-25,300-500
1200,1,36 months,Female,House,Mortgage,>25,300-500
1201,1,36 months,Male,House,Rent,>25,>500
1202,1,36 months,Female,House,Mortgage,>25,>500
1203,0,36 months,Female,Personal,Mortgage,>25,>500
1204,1,36 months,Female,Wedding,Rent,20-25,>500
1205,1,36 months,Female,House,Rent,>25,300-500
1206,1,36 months,Female,Wedding,Mortgage,>25,300-500
1207,1,36 months,Male,Car,Mortgage,20-25,300-500
1208,1,36 months,Female,Personal,Mortgage,>25,300-500
1209,1,36 months,Male,House,Rent,20-25,>500
1210,1,36 months,Female,House,Rent,>25,300-500
1211,0,36 months,Female,Wedding,Rent,>25,>500
1212,1,36 months,Female,House,Rent,>25,300-500
1213,1,36 months,Female,House,Mortgage,>25,300-500
1214,0,36 months,Male,Car,Rent,20-25,300-500
1215,1,36 months,Male,Personal,Mortgage,20-25,300-500
1216,1,36 months,Female,Car,Rent,20-25,300-500
1217,1,36 months,Female,Wedding,Own,>25,300-500
1218,0,36 months,Male,Personal,Mortgage,20-25,300-500
1219,1,36 months,Male,House,Mortgage,20-25,300-500
1220,1,36 months,Male,House,Rent,20-25,300-500
1221,0,36 months,Female,Other,Mortgage,>25,>500
1222,0,60 months,Male,House,Mortgage,>25,300-500
1223,0,36 months,Female,House,Mortgage,20-25,>500
1224,1,36 months,Female,House,Rent,>25,300-500
1225,0,36 months,Female,House,Mortgage,>25,>500
1226,0,36 months,Male,Personal,Mortgage,>25,>500
1227,1,36 months,Male,Car,Rent,20-25,300-500
1228,1,36 months,Female,House,Mortgage,>25,300-500
1229,1,36 months,Female,Other,Own,>25,>500
1230,0,36 months,Female,House,Rent,>25,>500
1231,0,36 months,Female,House,Rent,20-25,>500
1232,1,36 months,Male,Car,Own,>25,>500
1233,1,36 months,Male,Car,Rent,20-25,300-500
1234,1,36 months,Male,Other,Rent,20-25,300-500
1235,0,36 months,Female,House,Rent,20-25,>500
1236,0,36 months,Male,House,Rent,20-25,300-500
1237,1,36 months,Male,Wedding,Rent,20-25,300-500
1238,0,60 months,Male,House,Mortgage,20-25,>500
1239,1,36 months,Male,Car,Mortgage,20-25,300-500
1240,1,36 months,Male,House,Rent,>25,>500
1241,1,36 months,Male,Wedding,Rent,20-25,300-500
1242,1,36 months,Male,Other,Rent,>25,>500
1243,1,36 months,Male,Personal,Mortgage,20-25,300-500
1244,0,36 months,Male,Wedding,Mortgage,20-25,300-500
1245,1,36 months,Female,Wedding,Mortgage,20-25,300-500
1246,1,36 months,Male,Car,Mortgage,20-25,300-500
1247,1,36 months,Male,House,Own,>25,>500
1248,0,36 months,Female,House,Mortgage,>25,>500
1249,0,36 months,Female,Personal,Mortgage,>25,>500
1250,1,60 months,Male,House,Rent,20-25,>500
1251,1,36 months,Female,House,Rent,>25,300-500
1252,1,36 months,Female,House,Rent,>25,300-500
1253,0,36 months,Female,House,Rent,20-25,>500
1254,0,36 months,Female,House,Mortgage,>25,>500
1255,1,36 months,Female,Personal,Mortgage,>25,300-500
1256,1,36 months,Male,House,Rent,20-25,300-500
1257,1,36 months,Male,Personal,Mortgage,20-25,300-500
1258,1,36 months,Male,House,Rent,>25,>500
1259,1,36 months,Male,House,Rent,20-25,300-500
1260,1,36 months,Male,Personal,Mortgage,>25,>500
1261,0,36 months,Male,Personal,Mortgage,20-25,>500
1262,1,36 months,Male,House,Rent,>25,>500
1263,1,36 months,Female,Wedding,Rent,>25,300-500
1264,0,36 months,Female,House,Rent,20-25,>500
1265,0,36 months,Male,House,Rent,20-25,>500
1266,0,60 months,Male,Car,Mortgage,>25,300-500
1267,1,36 months,Female,House,Rent,>25,300-500
1268,0,36 months,Male,House,Rent,20-25,300-500
1269,1,36 months,Male,House,Own,20-25,300-500
1270,0,36 months,Female,Wedding,Rent,>25,>500
1271,0,36 months,Male,Car,Rent,20-25,300-500
1272,1,36 months,Male,House,Own,20-25,300-500
1273,1,36 months,Male,House,Rent,20-25,300-500
1274,1,36 months,Female,Car,Own,>25,300-500
1275,1,36 months,Male,House,Rent,>25,>500
1276,0,60 months,Male,House,Own,>25,>500
1277,1,36 months,Female,Other,Rent,>25,>500
1278,1,36 months,Male,House,Rent,20-25,300-500
1279,1,36 months,Male,House,Rent,>25,>500
1280,0,36 months,Female,House,Rent,>25,>500
1281,1,36 months,Female,House,Mortgage,20-25,>500
1282,0,36 months,Male,House,Own,20-25,>500
1283,0,36 months,Female,Car,Mortgage,>25,>500
1284,0,60 months,Male,House,Rent,>25,300-500
1285,1,36 months,Male,House,Rent,20-25,>500
1286,1,36 months,Female,Other,Rent,>25,300-500
1287,1,36 months,Male,House,Rent,20-25,300-500
1288,1,36 months,Female,House,Rent,20-25,300-500
1289,1,36 months,Female,House,Rent,>25,300-500
1290,1,36 months,Male,House,Rent,>25,>500
1291,1,36 months,Female,Personal,Mortgage,>25,300-500
1292,1,36 months,Male,Car,Mortgage,20-25,300-500
1293,1,36 months,Female,House,Rent,>25,300-500
1294,1,36 months,Male,House,Mortgage,20-25,300-500
1295,1,36 months,Male,House,Rent,>25,>500
1296,1,36 months,Male,House,Mortgage,20-25,300-500
1297,0,36 months,Male,House,Rent,20-25,>500
1298,0,36 months,Male,House,Mortgage,20-25,>500
1299,1,60 months,Male,Personal,Own,20-25,>500
1300,1,36 months,Female,House,Mortgage,>25,300-500
1301,1,36 months,Male,House,Rent,20-25,300-500
1302,1,60 months,Male,House,Rent,20-25,>500
1303,1,36 months,Male,House,Rent,>25,>500
1304,1,36 months,Female,House,Mortgage,20-25,300-500
1305,1,36 months,Female,House,Own,>25,300-500
1306,1,36 months,Female,House,Own,>25,300-500
1307,0,36 months,Male,Other,Mortgage,20-25,300-500
1308,0,60 months,Male,House,Mortgage,>25,300-500
1309,1,36 months,Male,House,Mortgage,20-25,300-500
1310,1,36 months,Female,Personal,Mortgage,>25,300-500
1311,1,36 months,Male,House,Own,20-25,>500
1312,1,36 months,Male,House,Mortgage,>25,>500
1313,1,36 months,Male,Car,Rent,>25,>500
1314,0,36 months,Female,Car,Mortgage,>25,>500
1315,1,36 months,Male,House,Mortgage,20-25,300-500
1316,0,60 months,Male,House,Rent,>25,>500
1317,1,36 months,Male,House,Mortgage,>25,>500
1318,0,36 months,Male,House,Own,>25,>500
1319,1,36 months,Male,Other,Rent,>25,>500
1320,0,36 months,Male,Car,Mortgage,20-25,>500
1321,0,36 months,Female,House,Mortgage,20-25,>500
1322,1,36 months,Male,Personal,Mortgage,20-25,300-500
1323,0,36 months,Male,House,Rent,>25,>500
1324,1,36 months,Female,House,Mortgage,>25,>500
1325,0,60 months,Male,Car,Rent,>25,300-500
1326,0,36 months,Female,Wedding,Rent,>25,>500
1327,1,36 months,Male,House,Rent,20-25,300-500
1328,1,36 months,Male,House,Rent,20-25,300-500
1329,1,36 months,Female,Car,Rent,>25,300-500
1330,1,36 months,Male,Car,Mortgage,20-25,300-500
1331,0,36 months,Male,Other,Mortgage,20-25,300-500
1332,1,36 months,Male,House,Own,20-25,300-500
1333,1,36 months,Female,Other,Mortgage,>25,>500
1334,1,36 months,Male,House,Mortgage,20-25,300-500
1335,1,36 months,Male,Other,Rent,>25,>500
1336,0,36 months,Female,Car,Mortgage,20-25,>500
1337,0,36 months,Female,Car,Mortgage,20-25,>500
1338,0,36 months,Female,Other,Mortgage,>25,>500
1339,0,36 months,Female,House,Mortgage,>25,>500
1340,0,36 months,Male,Wedding,Rent,20-25,>500
1341,1,36 months,Female,House,Mortgage,>25,300-500
1342,0,36 months,Male,House,Rent,20-25,300-500
1343,0,36 months,Female,Car,Rent,>25,>500
1344,0,36 months,Male,House,Mortgage,20-25,300-500
1345,1,36 months,Male,Car,Own,20-25,300-500
1346,0,36 months,Female,House,Mortgage,20-25,>500
1347,1,36 months,Male,House,Own,20-25,300-500
1348,0,36 months,Male,House,Rent,20-25,>500
1349,0,36 months,Female,House,Rent,>25,>500
1350,0,60 months,Male,House,Rent,>25,>500
1351,1,36 months,Male,House,Mortgage,20-25,300-500
1352,1,36 months,Male,House,Mortgage,20-25,300-500
1353,1,36 months,Female,House,Rent,>25,300-500
1354,1,36 months,Female,House,Rent,>25,300-500
1355,0,36 months,Male,Car,Mortgage,20-25,300-500
1356,1,36 months,Male,House,Rent,>25,>500
1357,1,36 months,Male,Other,Mortgage,>25,>500
1358,0,36 months,Female,House,Mortgage,>25,>500
1359,1,36 months,Female,House,Rent,>25,300-500
1360,1,36 months,Male,Personal,Mortgage,20-25,300-500
1361,1,36 months,Female,Other,Mortgage,20-25,300-500
1362,0,36 months,Male,Car,Mortgage,20-25,>500
1363,0,36 months,Male,House,Mortgage,20-25,>500
1364,0,36 months,Male,Car,Mortgage,20-25,300-500
1365,1,36 months,Female,Other,Rent,>25,300-500
1366,1,36 months,Female,Car,Mortgage,20-25,300-500
1367,0,60 months,Male,House,Rent,>25,>500
1368,0,36 months,Female,House,Mortgage,20-25,300-500
1369,1,36 months,Male,House,Rent,20-25,300-500
1370,1,36 months,Male,Personal,Mortgage,20-25,300-500
1371,1,36 months,Male,House,Rent,20-25,300-500
1372,0,36 months,Female,Wedding,Rent,>25,>500
1373,0,36 months,Male,House,Mortgage,20-25,>500
1374,0,36 months,Female,Personal,Mortgage,>25,>500
1375,0,60 months,Male,Car,Mortgage,>25,300-500
1376,1,36 months,Female,House,Rent,>25,>500
1377,1,36 months,Female,House,Rent,>25,300-500
1378,0,36 months,Female,Personal,Mortgage,>25,>500
1379,0,36 months,Male,House,Rent,>25,>500
1380,1,36 months,Female,Car,Rent,>25,300-500
1381,1,36 months,Female,Car,Rent,>25,300-500
1382,0,36 months,Female,Car,Mortgage,>25,>500
1383,0,36 months,Female,House,Rent,>25,>500
1384,0,36 months,Female,Wedding,Rent,20-25,300-500
1385,1,36 months,Female,Car,Rent,20-25,300-500
1386,0,36 months,Female,House,Rent,>25,>500
1387,1,36 months,Female,Car,Rent,>25,300-500
1388,1,36 months,Female,Car,Mortgage,>25,300-500
1389,1,36 months,Female,House,Own,>25,300-500
1390,0,36 months,Female,House,Rent,>25,>500
1391,1,36 months,Male,House,Mortgage,20-25,300-500
1392,1,36 months,Female,House,Mortgage,>25,300-500
1393,0,36 months,Female,Other,Rent,20-25,>500
1394,0,60 months,Male,House,Rent,>25,300-500
1395,1,36 months,Male,Car,Mortgage,20-25,300-500
1396,1,36 months,Male,Car,Rent,20-25,300-500
1397,1,36 months,Female,House,Rent,>25,300-500
1398,0,60 months,Male,House,Rent,>25,300-500
1399,0,36 months,Male,Wedding,Rent,20-25,>500
1400,1,36 months,Female,House,Own,20-25,300-500
1401,1,36 months,Female,House,Rent,>25,300-500
1402,1,36 months,Male,House,Mortgage,20-25,300-500
1403,0,60 months,Male,other,Rent,>25,300-500
1404,1,36 months,Male,House,Rent,>25,>500
1405,1,60 months,Male,House,Rent,20-25,>500
1406,1,36 months,Male,House,Mortgage,>25,>500
1407,1,36 months,Female,House,Rent,20-25,300-500
1408,1,36 months,Male,Personal,Mortgage,>25,>500
1409,1,36 months,Male,Car,Mortgage,20-25,300-500
1410,0,36 months,Male,Car,Mortgage,20-25,>500
1411,1,36 months,Male,House,Mortgage,20-25,300-500
1412,1,36 months,Male,Personal,Mortgage,>25,>500
1413,1,36 months,Female,Medical,Rent,>25,300-500
1414,1,36 months,Male,Other,Mortgage,20-25,300-500
1415,0,36 months,Female,House,Rent,>25,>500
1416,1,36 months,Male,House,Mortgage,20-25,300-500
1417,0,36 months,Female,House,Mortgage,>25,>500
1418,0,60 months,Male,Personal,Rent,20-25,>500
1419,1,36 months,Male,House,Mortgage,20-25,300-500
1420,1,36 months,Female,House,Mortgage,>25,300-500
1421,0,36 months,Female,House,Mortgage,20-25,>500
1422,1,36 months,Male,Car,Rent,20-25,300-500
1423,0,36 months,Female,House,Mortgage,20-25,>500
1424,0,36 months,Female,House,Mortgage,>25,>500
1425,1,36 months,Male,House,Rent,20-25,300-500
1426,0,60 months,Male,Car,Own,>25,300-500
1427,0,36 months,Male,Car,Mortgage,20-25,>500
1428,1,36 months,Male,Other,Rent,>25,>500
1429,0,36 months,Male,House,Mortgage,20-25,>500
1430,1,36 months,Female,House,Mortgage,>25,300-500
1431,1,36 months,Female,House,Mortgage,>25,300-500
1432,1,36 months,Female,House,Rent,>25,300-500
1433,1,36 months,Female,House,Mortgage,>25,>500
1434,1,36 months,Male,Wedding,Rent,20-25,300-500
1435,1,36 months,Male,House,Rent,>25,>500
1436,1,36 months,Male,House,Mortgage,>25,>500
1437,1,60 months,Male,other,Mortgage,20-25,>500
1438,0,36 months,Female,House,Rent,>25,>500
1439,1,36 months,Male,House,Own,20-25,300-500
1440,1,36 months,Male,Personal,Mortgage,20-25,300-500
1441,1,36 months,Female,House,Mortgage,>25,300-500
1442,0,36 months,Female,House,Own,20-25,>500
1443,1,36 months,Male,House,Mortgage,20-25,300-500
1444,0,36 months,Female,House,Rent,>25,>500
1445,1,36 months,Male,Car,Rent,20-25,300-500
1446,1,36 months,Female,Wedding,Rent,20-25,300-500
1447,1,36 months,Female,House,Mortgage,>25,300-500
1448,1,36 months,Female,House,Mortgage,>25,300-500
1449,1,36 months,Female,House,Mortgage,20-25,>500
1450,1,36 months,Female,House,Mortgage,20-25,300-500
1451,1,36 months,Female,House,Mortgage,>25,300-500
1452,1,36 months,Female,Other,Rent,>25,300-500
1453,1,36 months,Female,Car,Rent,20-25,300-500
1454,0,60 months,Male,House,Rent,>25,300-500
1455,0,36 months,Female,House,Mortgage,>25,>500
1456,1,36 months,Male,Wedding,Rent,20-25,>500
1457,1,36 months,Male,House,Rent,20-25,300-500
1458,1,36 months,Male,Other,Mortgage,>25,>500
1459,1,36 months,Male,House,Rent,20-25,300-500
1460,1,36 months,Male,Car,Own,20-25,300-500
1461,0,36 months,Female,House,Rent,>25,>500
1462,1,36 months,Female,House,Rent,>25,300-500
1463,0,36 months,Female,House,Rent,>25,>500
1464,1,60 months,Male,House,Mortgage,20-25,>500
1465,1,36 months,Male,House,Mortgage,20-25,300-500
1466,1,36 months,Male,House,Mortgage,20-25,300-500
1467,0,36 months,Male,House,Mortgage,20-25,>500
1468,1,36 months,Female,House,Rent,>25,300-500
1469,0,36 months,Female,House,Mortgage,>25,>500
1470,0,36 months,Female,House,Rent,>25,>500
1471,1,36 months,Female,Other,Rent,>25,300-500
1472,1,36 months,Male,Personal,Mortgage,20-25,300-500
1473,0,36 months,Male,Medical,Rent,>25,>500
1474,1,36 months,Male,House,Rent,20-25,300-500
1475,0,36 months,Female,House,Rent,20-25,>500
1476,0,36 months,Female,House,Rent,>25,>500
1477,1,36 months,Male,House,Rent,>25,>500
1478,1,36 months,Female,House,Rent,>25,300-500
1479,1,36 months,Female,Wedding,Mortgage,>25,300-500
1480,1,36 months,Male,Car,Mortgage,>25,>500
1481,1,60 months,Male,Car,Rent,20-25,>500
1482,0,36 months,Female,House,Rent,>25,>500
1483,1,36 months,Male,House,Mortgage,20-25,300-500
1484,1,60 months,Male,House,Mortgage,20-25,>500
1485,0,36 months,Male,House,Rent,20-25,300-500
1486,0,36 months,Female,Personal,Mortgage,>25,>500
1487,0,60 months,Male,House,Mortgage,20-25,>500
1488,1,36 months,Female,Other,Rent,>25,>500
1489,1,36 months,Female,Personal,Mortgage,>25,300-500
1490,1,60 months,Male,House,Rent,20-25,>500
1491,1,36 months,Female,Car,Rent,>25,300-500
1492,1,36 months,Female,Other,Rent,>25,>500
1493,1,36 months,Male,Other,Mortgage,20-25,300-500
1494,0,36 months,Female,House,Own,20-25,>500
1495,1,36 months,Female,House,Rent,20-25,300-500
1496,0,36 months,Male,House,Rent,20-25,300-500
1497,1,36 months,Female,House,Mortgage,20-25,300-500
1498,0,36 months,Female,House,Mortgage,>25,>500
1499,1,36 months,Female,Other,Mortgage,>25,300-500
1500,0,60 months,Male,other,Mortgage,>25,>500
1501,0,36 months,Female,House,Rent,20-25,>500
1502,1,36 months,Male,House,Rent,20-25,300-500
1503,1,36 months,Male,House,Rent,20-25,300-500
1504,0,36 months,Male,House,Mortgage,20-25,300-500
1505,0,36 months,Female,Car,Rent,>25,>500
1506,1,36 months,Male,Car,Rent,>25,>500
1507,1,36 months,Female,Car,Rent,>25,300-500
1508,0,36 months,Male,House,Rent,20-25,>500
1509,0,36 months,Female,House,Mortgage,>25,>500
1510,1,36 months,Female,Wedding,Rent,20-25,300-500
1511,1,36 months,Male,Other,Mortgage,20-25,300-500
1512,1,36 months,Female,Other,Own,>25,300-500
1513,0,36 months,Male,House,Mortgage,20-25,300-500
1514,1,36 months,Male,House,Rent,20-25,300-500
1515,1,36 months,Male,House,Rent,20-25,300-500
1516,1,36 months,Female,Car,Mortgage,>25,300-500
1517,1,36 months,Male,House,Rent,20-25,300-500
1518,1,36 months,Male,House,Mortgage,20-25,300-500
1519,1,36 months,Female,Wedding,Own,>25,300-500
1520,1,36 months,Male,House,Rent,>25,>500
1521,1,36 months,Male,House,Rent,20-25,300-500
1522,1,36 months,Female,Other,Mortgage,>25,300-500
1523,1,36 months,Male,House,Rent,20-25,300-500
1524,0,36 months,Male,Car,Rent,20-25,300-500
1525,1,36 months,Female,House,Rent,>25,300-500
1526,1,60 months,Male,Personal,Mortgage,20-25,>500
1527,1,36 months,Female,Personal,Mortgage,>25,300-500
1528,1,36 months,Male,House,Own,>25,>500
1529,0,36 months,Female,House,Own,20-25,>500
1530,1,36 months,Male,Wedding,Rent,20-25,300-500
1531,0,36 months,Female,House,Rent,20-25,>500
1532,1,36 months,Male,House,Mortgage,>25,>500
1533,0,36 months,Female,House,Own,20-25,>500
1534,0,36 months,Female,House,Mortgage,20-25,>500
1535,1,36 months,Male,House,Rent,20-25,300-500
1536,1,36 months,Female,House,Mortgage,20-25,>500
1537,1,36 months,Male,Car,Own,20-25,300-500
1538,1,36 months,Female,Car,Mortgage,20-25,300-500
1539,1,36 months,Female,Wedding,Rent,>25,300-500
1540,0,36 months,Male,Car,Mortgage,20-25,>500
1541,1,36 months,Female,Personal,Mortgage,20-25,300-500
1542,1,36 months,Male,Car,Mortgage,20-25,300-500
1543,0,36 months,Female,Other,Rent,20-25,>500
1544,1,36 months,Female,House,Own,20-25,>500
1545,1,36 months,Male,House,Rent,>25,>500
1546,0,36 months,Female,House,Rent,>25,>500
1547,1,36 months,Female,Personal,Mortgage,20-25,300-500
1548,0,36 months,Male,House,Rent,20-25,300-500
1549,0,36 months,Female,House,Mortgage,20-25,>500
1550,0,36 months,Male,House,Mortgage,>25,>500
1551,0,36 months,Female,House,Mortgage,20-25,>500
1552,0,36 months,Male,House,Mortgage,20-25,>500
1553,1,60 months,Male,House,Mortgage,20-25,>500
1554,1,36 months,Male,House,Mortgage,>25,>500
1555,1,36 months,Female,House,Rent,>25,300-500
1556,1,36 months,Male,House,Mortgage,20-25,300-500
1557,1,36 months,Male,House,Mortgage,20-25,300-500
1558,1,36 months,Male,House,Rent,20-25,300-500
1559,0,36 months,Male,House,Mortgage,20-25,300-500
1560,1,36 months,Male,House,Mortgage,20-25,300-500
1561,1,36 months,Male,Personal,Mortgage,20-25,300-500
1562,1,36 months,Male,House,Rent,20-25,300-500
1563,1,36 months,Female,House,Rent,20-25,300-500
1564,1,36 months,Female,Personal,Mortgage,>25,300-500
1565,1,36 months,Male,House,Mortgage,20-25,300-500
1566,0,36 months,Female,House,Mortgage,20-25,>500
1567,0,36 months,Male,House,Mortgage,>25,>500
1568,1,36 months,Female,Personal,Mortgage,>25,300-500
1569,1,36 months,Male,House,Mortgage,20-25,300-500
1570,1,36 months,Male,House,Mortgage,20-25,300-500
1571,0,60 months,Male,House,Mortgage,>25,300-500
1572,1,36 months,Male,Personal,Mortgage,20-25,>500
1573,1,36 months,Male,House,Mortgage,>25,>500
1574,1,36 months,Male,Car,Rent,20-25,300-500
1575,1,36 months,Male,Car,Mortgage,20-25,300-500
1576,1,36 months,Male,Car,Mortgage,20-25,300-500
1577,1,36 months,Female,House,Mortgage,>25,>500
1578,1,36 months,Male,Wedding,Mortgage,20-25,300-500
1579,0,60 months,Male,House,Mortgage,>25,>500
1580,1,36 months,Female,House,Mortgage,>25,300-500
1581,1,36 months,Male,Car,Rent,20-25,300-500
1582,1,36 months,Female,Other,Mortgage,>25,300-500
1583,1,36 months,Female,House,Mortgage,>25,300-500
1584,1,60 months,Male,Car,Rent,20-25,>500
1585,1,36 months,Male,House,Mortgage,20-25,300-500
1586,1,36 months,Female,House,Mortgage,>25,300-500
1587,0,36 months,Male,House,Rent,20-25,>500
1588,0,60 months,Male,Personal,Mortgage,>25,300-500
1589,1,36 months,Female,Personal,Mortgage,>25,300-500
1590,1,36 months,Male,House,Rent,20-25,300-500
1591,1,36 months,Male,House,Mortgage,20-25,300-500
1592,0,60 months,Male,Car,Mortgage,>25,300-500
1593,1,36 months,Female,House,Rent,>25,300-500
1594,1,36 months,Female,Personal,Mortgage,>25,300-500
1595,0,36 months,Male,House,Mortgage,20-25,>500
1596,0,36 months,Female,House,Mortgage,>25,>500
1597,1,36 months,Female,Personal,Mortgage,>25,300-500
1598,1,36 months,Male,House,Rent,20-25,300-500
1599,1,36 months,Male,House,Rent,>25,>500
1600,0,60 months,Male,Car,Rent,>25,300-500
1601,0,36 months,Female,Car,Rent,20-25,300-500
1602,1,36 months,Male,House,Rent,>25,>500
1603,1,36 months,Female,House,Rent,>25,300-500
1604,0,36 months,Male,House,Mortgage,>25,>500
1605,1,36 months,Male,House,Mortgage,20-25,300-500
1606,1,36 months,Male,Other,Own,20-25,300-500
1607,1,36 months,Female,House,Mortgage,20-25,>500
1608,1,36 months,Male,Other,Mortgage,20-25,300-500
1609,0,36 months,Female,House,Mortgage,>25,>500
1610,0,36 months,Male,House,Own,20-25,300-500
1611,1,36 months,Male,Car,Rent,>25,>500
1612,1,36 months,Female,Medical,Mortgage,20-25,>500
